cycle,range_bin,doppler_bin,output_hex
1263395000,56,4,fe72fe00
1263405000,56,5,033f014c
1263415000,56,6,fb42fc6f
1263425000,56,7,04c00134
1263435000,56,8,fe260329
1263445000,56,9,fd81fe57
1263455000,56,10,02e9fe8d
1263465000,56,11,ff2dfed7
1263475000,56,12,ffde058e
1263485000,56,13,0017fb2e
1263495000,56,14,000801f7
1263505000,56,15,0016ffa0
1265385000,56,16,ffe40008
1265395000,56,17,feeeff75
1265405000,56,18,03410185
1265415000,56,19,fc92fff7
1265425000,56,20,ffb5fe9a
1265435000,56,21,00050495
1265445000,56,22,0090f960
1265455000,56,23,019d008d
1265465000,56,24,fe8c033a
1265475000,56,25,fe7aff33
1265485000,56,26,0185febd
1265495000,56,27,00a2ff01
1265505000,56,28,ffeb03e4
1265515000,56,29,ffbffd7f
1265525000,56,30,ff520096
1265535000,56,31,009bfff7
1267415000,57,0,004a001f
1267425000,57,1,ff09ff1b
1267435000,57,2,01e00008
1267445000,57,3,fd87006a
1267455000,57,4,0267008a
1267465000,57,5,fd6400bf
1267475000,57,6,0166fc59
1267485000,57,7,00dd0262
1267495000,57,8,ffd20163
1267505000,57,9,fcfbff19
1267515000,57,10,03a6fe18
1267525000,57,11,fe3100e2
1267535000,57,12,ffc9029c
1267545000,57,13,01b0fd45
1267555000,57,14,fe9800c7
1267565000,57,15,00830032
1269445000,57,16,fff2ffef
1269455000,57,17,ffa40060
1269465000,57,18,001b0043
1269475000,57,19,00f70002
1269485000,57,20,ffd401ba
1269495000,57,21,fab5fe4a
1269505000,57,22,03f8feb2
1269515000,57,23,00dd0174
1269525000,57,24,feb2ff25
1269535000,57,25,00c4027c
1269545000,57,26,fe3ffc07
1269555000,57,27,0101020a
1269565000,57,28,0020017e
1269575000,57,29,00c7fe4e
1269585000,57,30,fef600f0
1269595000,57,31,0037ff74
1271475000,58,0,001effa1
1271485000,58,1,ff6d000a
1271495000,58,2,fff1ff24
1271505000,58,3,00ce0103
1271515000,58,4,ffc0019a
1271525000,58,5,0026fe9a
1271535000,58,6,ff32fb41
1271545000,58,7,028e06e9
1271555000,58,8,fcf2fc57
1271565000,58,9,ffb501c2
1271575000,58,10,022bfd70
1271585000,58,11,fe6a0231
1271595000,58,12,00d8ffd2
1271605000,58,13,ffb80072
1271615000,58,14,ff9afe97
1271625000,58,15,00aa013b
1273505000,58,16,ffed000a
1273515000,58,17,ffedff7e
1273525000,58,18,004a01ab
1273535000,58,19,ff7fff0e
1273545000,58,20,016d002a
1273555000,58,21,f9d4010c
1273565000,58,22,07aafd0f
1273575000,58,23,fd12014a
1273585000,58,24,00bbffa0
1273595000,58,25,fdcf0132
1273605000,58,26,feb6ffbb
1273615000,58,27,054ffe10
1273625000,58,28,fcdf01fc
1273635000,58,29,0104fffc
1273645000,58,30,ff22ffeb
1273655000,58,31,002cfff0
1275535000,59,0,001b001a
1275545000,59,1,0134ff84
1275555000,59,2,fe4cffd2
1275565000,59,3,0002016b
1275575000,59,4,0172fdf7
1275585000,59,5,00b801e2
1275595000,59,6,fcb5ff7b
1275605000,59,7,0234fe19
1275615000,59,8,fef90194
1275625000,59,9,016400c6
1275635000,59,10,ffb20000
1275645000,59,11,fe96fe3d
1275655000,59,12,009a0043
1275665000,59,13,00d40180
1275675000,59,14,ff8dff63
1275685000,59,15,ffb0fffb
1277565000,59,16,ffbcffac
1277575000,59,17,ff460028
1277585000,59,18,018f010c
1277595000,59,19,fe4cfe4b
1277605000,59,20,fffa02e9
1277615000,59,21,ffd5fdde
1277625000,59,22,0065fe63
1277635000,59,23,000b02f2
1277645000,59,24,0062fdc2
1277655000,59,25,fd2603a8
1277665000,59,26,0035faf4
1277675000,59,27,036a0399
1277685000,59,28,fdb00011
1277695000,59,29,00fbfe42
1277705000,59,30,fe4f0165
1277715000,59,31,0103ffaa
1279595000,60,0,008a004b
1279605000,60,1,ff7cffba
1279615000,60,2,fedbffbf
1279625000,60,3,02b80008
1279635000,60,4,fe430207
1279645000,60,5,0139fdfd
1279655000,60,6,ff06fe77
1279665000,60,7,ff02013a
1279675000,60,8,013002d7
1279685000,60,9,00a2fa9e
1279695000,60,10,ffa1050f
1279705000,60,11,fd00fcf6
1279715000,60,12,0313014f
1279725000,60,13,0029ffa7
1279735000,60,14,fee600bb
1279745000,60,15,004eff54
1281625000,60,16,fff0fff7
1281635000,60,17,ff6c0013
1281645000,60,18,02a7ff51
1281655000,60,19,fd460188
1281665000,60,20,004bff26
1281675000,60,21,00b604a1
1281685000,60,22,fd26f7b9
1281695000,60,23,03e10465
1281705000,60,24,fd2afee5
1281715000,60,25,fefe001b
1281725000,60,26,0209fea3
1281735000,60,27,ff0e0234
1281745000,60,28,0167ff6a
1281755000,60,29,fe58ffdd
1281765000,60,30,00f6004f
1281775000,60,31,ff8b000b
1283655000,61,0,ffd0ffca
1283665000,61,1,000800b8
1283675000,61,2,ff0aff01
1283685000,61,3,028bffde
1283695000,61,4,fd8c0228
1283705000,61,5,ffb9ff48
1283715000,61,6,0164fca1
1283725000,61,7,00cc037a
1283735000,61,8,ffb0ffc4
1283745000,61,9,fc28fdea
1283755000,61,10,0316037f
1283765000,61,11,00a1fc9c
1283775000,61,12,00100286
1283785000,61,13,fe9bfe66
1283795000,61,14,00a000eb
1283805000,61,15,0044ff74
1285685000,61,16,fff6ffc1
1285695000,61,17,ff230058
1285705000,61,18,02b5007b
1285715000,61,19,fd06fe72
1285725000,61,20,01f6011c
1285735000,61,21,fdc1026c
1285745000,61,22,0120fa7a
1285755000,61,23,007b045a
1285765000,61,24,00eafdd7
1285775000,61,25,fcb102ae
1285785000,61,26,021bfced
1285795000,61,27,fe8cfff0
1285805000,61,28,03fa02c0
1285815000,61,29,fcafff26
1285825000,61,30,0100ffe2
1285835000,61,31,003f0044
1287715000,62,0,fff4ffe0
1287725000,62,1,0067ffca
1287735000,62,2,ff74003a
1287745000,62,3,feef00cc
1287755000,62,4,03b9fe4a
1287765000,62,5,fba302e4
1287775000,62,6,0304fb52
1287785000,62,7,fd930292
1287795000,62,8,038c01c0
1287805000,62,9,fc2dfe36
1287815000,62,10,0064fe24
1287825000,62,11,02290332
1287835000,62,12,fee3fe56
1287845000,62,13,ffc10180
1287855000,62,14,0030fea0
1287865000,62,15,0035007c
1289745000,62,16,005eff5f
1289755000,62,17,fee800b1
1289765000,62,18,023900f0
1289775000,62,19,fcd0fdd9
1289785000,62,20,013000a5
1289795000,62,21,ffa10032
1289805000,62,22,ff650149
1289815000,62,23,01b1fe0c
1289825000,62,24,fdceffc5
1289835000,62,25,00800039
1289845000,62,26,00a10076
1289855000,62,27,ffaaffef
1289865000,62,28,ff0400ff
1289875000,62,29,011fff04
1289885000,62,30,00310001
1289895000,62,31,ff9d0094
1291775000,63,0,ff5cffff
1291785000,63,1,00adff00
1291795000,63,2,003001c7
1291805000,63,3,fe85fe80
1291815000,63,4,02340003
1291825000,63,5,ff280263
1291835000,63,6,fda6fb46
1291845000,63,7,03c003ae
1291855000,63,8,ffe6fd29
1291865000,63,9,fb4103fa
1291875000,63,10,02b6fc75
1291885000,63,11,0111012c
1291895000,63,12,ff020055
1291905000,63,13,004a0087
1291915000,63,14,fef4ff5e
1291925000,63,15,01520062
1293805000,63,16,ffe3ff95
1293815000,63,17,ffe300c2
1293825000,63,18,ffc9ffce
1293835000,63,19,ffb0fed6
1293845000,63,20,022a0084
1293855000,63,21,fc3f0040
1293865000,63,22,030500f0
1293875000,63,23,0071fd0a
1293885000,63,24,fbc7037d
1293895000,63,25,0489ff40
1293905000,63,26,fdf10228
1293915000,63,27,ff40fbd6
1293925000,63,28,ffe0035e
1293935000,63,29,0001fd86
1293945000,63,30,018d0156
1293955000,63,31,ff13ffe2
